,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
1744,NY,161.0,area_code_415,no,no,0.0,332.9,67.0,56.59,317.8,97.0,27.01,160.6,128,7.23,5.4,9.0,1.46,4.0,yes
1745,CT,74.0,area_code_510,no,no,0.0,203.8,77.0,34.65,205.1,111.0,17.43,154.9,109,6.97,9.0,2.0,2.43,1.0,no
1746,AK,126.0,area_code_415,no,yes,31.0,278.0,88.0,47.26,,65.0,21.52,223.2,114,10.04,8.7,4.0,2.35,0.0,no
1747,KY,73.0,area_code_510,no,no,0.0,234.7,102.0,39.9,195.7,110.0,16.63,253.4,71,11.4,8.4,,2.27,2.0,no
1748,ID,83.0,area_code_415,no,no,0.0,159.3,104.0,27.08,202.3,98.0,17.2,229.0,73,10.31,9.5,3.0,2.57,2.0,no
1749,NV,88.0,area_code_415,no,no,0.0,1985.1,61.0,28.34,1111.3,88.0,15.24,242.7,131,10.92,6.8,7.0,1.84,4.0,yes
1750,TN,72.0,area_code_408,no,no,0.0,147.0,79.0,24.99,162.3,103.0,13.8,162.9,80,7.33,10.5,4.0,2.84,1.0,no
1751,CO,,area_code_408,no,yes,,,,,,,,,100,,,,,,no
1752,NH,74.0,area_code_408,no,no,0.0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88,9.66,9.7,4.0,2.62,2.0,yes
1753,WA,127.0,area_code_408,no,no,0.0,146.7,91.0,24.94,203.5,78.0,17.3,203.4,110,9.15,13.7,3.0,3.7,1.0,no
1754,WV,36.0,area_code_408,no,no,0.0,175.1,144.0,29.77,216.9,69.0,18.44,243.7,146,10.97,9.9,3.0,2.67,1.0,no
1755,SC,1.0,area_code_415,no,yes,26.0,146.6,68.0,24.92,172.8,67.0,14.69,173.8,113,7.82,10.0,2.0,2.7,1.0,no
1756,SD,128.0,area_code_510,yes,yes,32.0,223.5,81.0,38.0,188.8,74.0,16.05,154.9,101,6.97,9.4,2.0,2.54,2.0,yes
1757,WY,111.0,area_code_415,no,no,0.0,146.2,55.0,24.85,261.5,83.0,22.23,163.2,116,7.34,8.7,3.0,2.35,3.0,no
1758,NC,115.0,area_code_415,yes,no,-5.0,180.0,119.0,30.6,198.8,126.0,16.9,217.1,70,9.77,12.4,3.0,3.35,1.0,no
1759,MT,73.0,area_code_415,no,no,0.0,160.1,110.0,27.22,213.3,72.0,18.13,174.1,72,7.83,13.0,,3.51,0.0,no
1760,HI,70.0,area_code_415,no,no,0.0,197.3,91.0,33.54,305.8,81.0,25.99,171.0,105,7.69,6.7,6.0,1.81,1.0,no
1761,WV,173.0,area_code_510,no,no,0.0,109.4,103.0,18.6,101.3,111.0,8.61,167.3,106,7.53,7.8,7.0,2.11,1.0,no
1762,NJ,162.0,area_code_408,no,no,0.0,217.6,87.0,36.99,279.0,71.0,23.72,250.7,65,11.28,10.4,,2.81,2.0,yes
1763,DE,,area_code_510,no,no,,,,,,,,,113,,,,,,no
1764,DE,92.0,area_code_415,no,no,0.0,197.0,84.0,33.49,269.3,105.0,22.89,158.9,105,7.15,10.8,4.0,2.92,1.0,no
1765,OK,146.0,area_code_510,no,no,0.0,138.4,104.0,23.53,158.9,122.0,13.51,47.4,73,2.13,3.9,9.0,1.05,4.0,yes
1766,GA,85.0,area_code_510,no,no,0.0,222.3,132.0,37.79,231.5,101.0,19.68,223.5,75,10.06,11.0,2.0,2.97,3.0,no
1767,RI,36.0,area_code_415,no,no,0.0,235.1,97.0,39.97,196.8,104.0,16.73,259.7,110,11.69,7.0,7.0,1.89,3.0,no
1768,NJ,-78.0,area_code_415,no,no,0.0,231.0,115.0,39.27,230.4,140.0,19.58,261.4,120,11.76,9.5,3.0,2.57,1.0,no
1769,OH,,area_code_415,no,yes,36.0,141.7,121.0,24.09,232.3,113.0,19.75,222.1,131,9.99,12.0,5.0,3.24,1.0,no
1770,SC,112.0,area_code_415,no,yes,31.0,225.2,89.0,38.28,256.8,117.0,21.83,249.7,87,11.24,11.5,1.0,3.11,4.0,no
1771,NC,74.0,area_code_415,no,no,0.0,102.7,89.0,17.46,149.3,100.0,12.69,188.1,114,8.46,11.0,,2.97,0.0,no
1772,AK,86.0,area_code_408,no,no,-9.0,150.8,85.0,25.64,295.9,88.0,25.15,247.2,104,11.12,12.5,1.0,3.38,1.0,no
1773,AZ,92.0,area_code_415,yes,yes,45.0,281.1,88.0,47.79,198.0,103.0,16.83,94.3,76,4.24,7.5,3.0,2.03,0.0,no
1774,OH,114.0,area_code_415,no,no,0.0,1995.2,88.0,32.56,1107.2,78.0,14.89,220.3,118,9.91,0.0,0.0,0.0,0.0,no
1775,NJ,107.0,area_code_408,no,yes,36.0,96.3,83.0,16.37,179.6,91.0,15.27,166.3,121,7.48,10.3,2.0,2.78,1.0,no
1776,OH,106.0,area_code_415,no,no,0.0,2018.6,112.0,26.96,1152.0,114.0,18.7,252.9,106,11.38,9.1,3.0,2.46,0.0,no
1777,MN,38.0,area_code_510,no,no,0.0,175.7,109.0,29.87,211.8,97.0,18.0,137.9,109,6.21,9.2,3.0,2.48,5.0,yes
1778,MA,145.0,area_code_415,no,no,0.0,175.8,89.0,29.89,274.3,119.0,23.32,226.6,69,10.2,12.4,4.0,3.35,1.0,no
1779,LA,99.0,area_code_510,no,no,0.0,2125.8,89.0,24.19,1136.5,95.0,17.38,203.1,114,9.14,9.1,1.0,2.46,0.0,no
1780,OR,161.0,area_code_408,no,no,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79,8.74,12.5,,3.38,1.0,no
1781,ND,88.0,area_code_415,no,no,0.0,161.5,92.0,27.46,173.5,108.0,14.75,206.2,95,9.28,7.9,4.0,2.13,2.0,no
1782,ID,,area_code_510,no,no,0.0,97.2,88.0,16.52,155.6,85.0,13.23,261.6,105,11.77,12.4,5.0,3.35,0.0,no
1783,GA,,area_code_510,no,no,,,,,,,,,103,,,,,,no
1784,GA,98.0,area_code_408,no,no,0.0,2029.6,102.0,21.47,1098.8,85.0,14.18,187.8,135,8.45,9.4,2.0,2.54,3.0,no
1785,WA,136.0,area_code_415,no,yes,16.0,1927.2,105.0,15.37,1133.3,109.0,17.11,227.1,115,10.22,13.1,4.0,3.54,0.0,no
1786,TN,,area_code_415,no,no,,,,,,,,,98,,,,,,no
1787,MD,106.0,area_code_415,no,no,0.0,165.3,118.0,28.1,210.0,101.0,17.85,187.2,93,8.42,8.5,3.0,2.3,2.0,no
1788,WA,63.0,area_code_408,no,no,0.0,149.3,104.0,25.38,,75.0,23.26,206.6,72,9.3,9.1,4.0,2.46,0.0,no
1789,MT,109.0,area_code_510,no,no,0.0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80,9.38,5.9,9.0,1.59,3.0,no
1790,ID,99.0,area_code_415,no,no,0.0,145.6,106.0,24.75,98.3,106.0,8.36,230.8,83,10.39,10.9,5.0,2.94,1.0,no
1791,WA,76.0,area_code_510,yes,no,0.0,246.8,110.0,41.96,206.3,63.0,17.54,208.4,123,9.38,13.2,5.0,3.56,0.0,yes
1792,UT,103.0,area_code_510,no,yes,36.0,87.2,92.0,14.82,,110.0,14.39,166.7,80,7.5,10.9,5.0,2.94,6.0,yes
1793,ID,113.0,area_code_415,no,yes,30.0,1961.8,102.0,31.25,1115.4,123.0,15.59,235.0,52,10.58,11.6,7.0,3.13,0.0,no
1794,ME,56.0,area_code_408,no,no,-8.0,221.9,112.0,37.72,278.2,122.0,23.65,288.1,85,12.96,7.1,5.0,1.92,0.0,yes
1795,NV,160.0,area_code_415,no,no,0.0,176.2,90.0,29.95,196.0,115.0,16.66,263.9,95,11.88,9.2,4.0,2.48,1.0,no
1796,NV,148.0,area_code_415,no,no,0.0,279.3,104.0,47.48,201.6,87.0,17.14,280.8,99,12.64,7.9,2.0,2.13,2.0,yes
1797,NJ,35.0,area_code_408,no,no,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80,10.34,6.9,5.0,1.86,2.0,no
1798,PA,52.0,area_code_408,no,no,0.0,215.9,67.0,36.7,217.0,108.0,18.45,342.8,130,15.43,5.2,2.0,1.4,1.0,no
1799,WI,92.0,area_code_415,yes,no,0.0,264.3,91.0,44.93,160.9,115.0,13.68,198.6,73,8.94,9.3,5.0,2.51,0.0,no
1800,PA,112.0,area_code_510,no,no,0.0,217.1,76.0,36.91,205.2,100.0,17.44,185.7,91,8.36,9.4,3.0,2.54,2.0,no
1801,IN,,area_code_510,no,no,0.0,245.0,112.0,41.65,180.4,91.0,15.33,262.9,105,11.83,9.7,6.0,2.62,1.0,no
1802,TN,17.0,area_code_510,no,yes,31.0,153.1,115.0,26.03,185.9,59.0,15.8,224.3,102,10.09,10.0,1.0,2.7,6.0,yes
1803,MD,79.0,area_code_510,no,yes,31.0,103.1,90.0,17.53,243.0,135.0,20.66,76.4,92,3.44,12.2,8.0,3.29,3.0,no
1804,FL,124.0,area_code_415,no,yes,28.0,251.4,104.0,42.74,225.1,89.0,19.13,251.9,121,11.34,7.5,5.0,2.03,1.0,no
1805,NV,144.0,area_code_415,yes,no,0.0,150.0,69.0,25.5,285.9,73.0,24.3,190.6,121,8.58,9.4,15.0,2.54,0.0,no
1806,WY,87.0,area_code_415,no,no,0.0,151.0,83.0,25.67,219.7,116.0,18.67,203.9,127,9.18,9.7,3.0,2.62,5.0,yes
1807,CO,85.0,area_code_510,no,yes,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80,6.73,6.3,1.0,1.7,5.0,no
1808,AR,5.0,area_code_415,no,no,0.0,199.2,106.0,33.86,187.3,12.0,15.92,214.0,85,9.63,13.3,3.0,3.59,3.0,no
1809,NE,86.0,area_code_408,no,no,0.0,83.8,121.0,14.25,240.2,96.0,20.42,158.6,108,7.14,6.7,8.0,1.81,1.0,no
1810,NC,155.0,area_code_408,no,no,0.0,2063.2,55.0,44.61,1126.6,113.0,16.54,146.5,85,6.59,8.3,6.0,2.24,2.0,no
1811,MN,113.0,area_code_408,no,no,0.0,158.9,137.0,27.01,242.8,109.0,20.64,247.8,97,11.15,6.5,4.0,1.76,0.0,no
1812,HI,99.0,area_code_408,no,no,0.0,2105.2,107.0,23.07,1140.4,103.0,17.71,209.0,95,9.4,8.8,3.0,2.38,7.0,yes
1813,PA,119.0,area_code_408,no,no,0.0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86,9.76,13.9,1.0,3.75,2.0,yes
1814,OH,124.0,area_code_510,no,no,0.0,2044.5,97.0,32.81,1021.8,99.0,7.63,172.8,104,7.78,15.3,3.0,4.13,1.0,no
1815,NV,102.0,area_code_415,no,no,0.0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59,9.79,7.1,7.0,1.92,0.0,no
1816,IA,143.0,area_code_510,no,yes,33.0,141.4,130.0,24.04,186.4,114.0,15.84,210.0,111,9.45,7.7,6.0,2.08,1.0,no
1817,IN,113.0,area_code_415,no,no,0.0,209.4,151.0,35.6,347.3,113.0,29.52,246.0,116,11.07,7.4,2.0,2.0,1.0,yes
1818,UT,110.0,area_code_408,no,no,0.0,192.6,102.0,32.74,178.9,118.0,15.21,214.6,74,9.66,9.4,,2.54,1.0,no
1819,WI,,area_code_510,no,yes,,,,,,,,,70,,,,,,no
1820,OR,66.0,area_code_408,no,no,0.0,87.6,76.0,14.89,262.0,111.0,22.27,184.6,125,8.31,9.2,5.0,2.48,1.0,no
1821,NH,95.0,area_code_510,no,no,0.0,142.5,109.0,24.23,176.1,107.0,14.97,189.6,88,8.53,8.2,3.0,2.21,2.0,no
1822,KY,39.0,area_code_415,no,no,0.0,295.4,126.0,50.22,232.1,117.0,19.73,204.4,123,9.2,11.5,2.0,3.11,1.0,yes
1823,MD,112.0,area_code_415,no,no,0.0,170.4,103.0,28.97,200.2,71.0,17.02,258.3,100,11.62,11.6,4.0,3.13,1.0,no
1824,AZ,108.0,area_code_415,no,no,0.0,193.3,126.0,32.86,154.7,85.0,13.15,174.8,98,7.87,9.4,6.0,2.54,3.0,no
1825,MI,,area_code_408,no,yes,32.0,209.5,108.0,35.62,109.6,64.0,9.32,189.7,145,8.54,9.1,6.0,2.46,6.0,yes
1826,NM,147.0,area_code_408,yes,no,0.0,183.8,113.0,31.25,164.7,110.0,14.0,111.0,87,5.0,10.1,,2.73,1.0,no
1827,FL,148.0,area_code_510,yes,no,0.0,148.2,138.0,25.19,159.6,123.0,13.57,197.4,62,8.88,8.6,3.0,2.32,2.0,no
1828,IN,87.0,area_code_510,no,no,0.0,2047.6,85.0,39.92,1072.9,91.0,11.98,204.3,93,9.19,9.5,5.0,2.57,1.0,no
1829,MO,174.0,area_code_510,no,no,0.0,235.5,108.0,40.04,142.3,143.0,12.1,316.7,131,14.25,12.5,5.0,3.38,0.0,no
1830,MA,122.0,area_code_408,no,yes,29.0,195.4,83.0,33.22,268.2,93.0,22.8,168.0,95,7.56,8.4,6.0,2.27,3.0,no
1831,SC,145.0,area_code_408,no,no,0.0,39.5,78.0,6.72,,106.0,22.47,185.8,90,8.36,10.0,6.0,2.7,0.0,no
1832,RI,150.0,area_code_415,no,yes,29.0,209.9,77.0,35.68,158.0,52.0,13.43,141.9,113,6.39,6.6,1.0,1.78,0.0,no
1833,MD,120.0,area_code_415,no,yes,40.0,1995.6,99.0,21.78,1179.7,78.0,21.05,199.7,121,8.99,15.6,3.0,4.21,0.0,no
1834,NM,117.0,area_code_415,no,no,0.0,143.3,103.0,24.36,211.3,108.0,17.96,185.2,96,8.33,11.5,3.0,3.11,1.0,no
1835,TX,66.0,area_code_415,no,yes,35.0,2005.6,100.0,32.44,1193.3,93.0,22.21,209.5,108,9.43,8.9,6.0,2.4,0.0,no
1836,PA,85.0,area_code_408,no,no,0.0,1990.3,88.0,24.55,1196.6,105.0,22.49,185.4,94,8.34,9.9,3.0,2.67,1.0,no
1837,OR,,area_code_415,no,no,0.0,196.5,82.0,33.41,190.0,89.0,16.15,163.2,99,7.34,10.8,2.0,2.92,2.0,no
1838,FL,136.0,area_code_408,yes,no,-9.0,199.2,122.0,33.86,214.7,114.0,18.25,150.9,105,6.79,11.8,7.0,3.19,1.0,no
1839,WA,,area_code_510,no,no,0.0,255.1,93.0,43.37,266.9,97.0,22.69,197.7,118,8.9,8.8,3.0,2.38,3.0,yes
1840,IL,151.0,area_code_408,no,no,0.0,2065.7,106.0,29.8,1076.3,87.0,12.27,160.2,88,7.21,11.8,5.0,3.19,0.0,no
1841,NM,55.0,area_code_510,no,no,0.0,2157.7,100.0,48.74,1066.4,121.0,11.42,192.9,122,8.68,6.9,5.0,1.86,2.0,no
1842,OK,96.0,area_code_415,no,no,0.0,260.4,115.0,44.27,146.0,46.0,12.41,269.5,87,12.13,11.5,4.0,3.11,5.0,no
1843,NV,105.0,area_code_408,no,no,0.0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55,10.96,16.2,3.0,4.37,2.0,no
1844,AK,146.0,area_code_415,no,no,0.0,195.9,86.0,33.3,228.6,82.0,19.43,303.5,94,13.66,12.2,4.0,3.29,3.0,no
1845,GA,57.0,area_code_408,yes,yes,30.0,234.5,130.0,39.87,,116.0,16.59,268.8,94,12.1,11.4,4.0,3.08,2.0,no
1846,MO,161.0,area_code_510,no,no,0.0,221.7,95.0,37.69,193.0,82.0,16.41,194.1,113,8.73,6.5,4.0,1.76,3.0,no
1847,DC,88.0,area_code_415,no,yes,17.0,2058.4,78.0,37.32,1154.1,94.0,18.88,188.3,92,8.47,16.1,5.0,4.35,1.0,no
1848,RI,115.0,area_code_408,no,no,0.0,147.9,109.0,25.14,228.4,117.0,19.41,299.7,90,13.49,9.6,9.0,2.59,3.0,no
1849,OH,94.0,area_code_510,no,no,0.0,194.1,62.0,33.0,227.2,54.0,19.31,190.4,115,8.57,15.3,4.0,4.13,1.0,no
1850,WY,185.0,area_code_415,yes,yes,30.0,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105,11.63,12.9,3.0,3.48,2.0,no
1851,RI,56.0,area_code_415,no,no,0.0,226.0,112.0,38.42,,118.0,21.12,140.5,142,6.32,6.9,11.0,1.86,1.0,no
1852,TN,-121.0,area_code_510,no,yes,26.0,170.4,91.0,28.97,254.5,90.0,21.63,219.6,122,9.88,15.1,5.0,4.08,0.0,no
1853,NV,74.0,area_code_415,no,no,0.0,282.5,114.0,48.03,219.9,48.0,18.69,170.0,115,7.65,9.4,4.0,2.54,1.0,yes
1854,VA,,area_code_408,no,no,,,,,,,,,84,,,,,,no
1855,NJ,,area_code_415,no,no,0.0,175.5,103.0,29.84,132.3,120.0,11.25,242.9,96,10.93,11.8,3.0,3.19,1.0,no
1856,NM,141.0,area_code_415,no,yes,28.0,206.9,126.0,35.17,264.4,126.0,22.47,171.8,124,7.73,9.3,11.0,2.51,2.0,no
1857,AL,69.0,area_code_415,no,no,0.0,183.4,85.0,31.18,237.6,100.0,20.2,228.0,94,10.26,9.0,5.0,2.43,3.0,no
1858,VT,100.0,area_code_415,no,yes,25.0,2017.6,90.0,36.7,1189.9,92.0,21.92,180.2,157,8.11,11.6,4.0,3.13,1.0,no
1859,OK,,area_code_510,no,no,0.0,303.9,95.0,51.66,260.9,114.0,22.18,312.1,89,14.04,5.3,3.0,1.43,1.0,yes
1860,NY,163.0,area_code_408,no,no,0.0,247.7,77.0,42.11,269.5,108.0,22.91,167.3,82,7.53,9.6,7.0,2.59,0.0,yes
1861,VA,,area_code_408,no,no,0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67,11.48,6.5,8.0,1.76,2.0,no
1862,SD,,area_code_510,no,yes,20.0,133.3,63.0,22.66,184.1,123.0,15.65,272.9,107,12.28,13.5,2.0,3.65,1.0,no
1863,IA,129.0,area_code_415,no,no,0.0,216.0,85.0,36.72,186.9,114.0,15.89,210.7,109,9.48,4.9,10.0,1.32,2.0,no
1864,SD,125.0,area_code_415,no,no,0.0,2083.4,73.0,27.85,1187.6,85.0,21.73,192.9,95,8.68,15.7,4.0,4.24,0.0,no
1865,MD,70.0,area_code_408,no,no,0.0,170.2,98.0,28.93,155.2,102.0,13.19,228.6,76,10.29,15.0,2.0,4.05,1.0,no
1866,SC,124.0,area_code_415,no,no,0.0,1944.2,109.0,27.35,1076.2,152.0,12.26,120.4,97,5.42,12.9,12.0,3.48,1.0,no
1867,OK,,area_code_415,no,no,0.0,134.7,121.0,22.9,180.0,83.0,15.3,200.9,104,9.04,7.7,3.0,2.08,1.0,no
1868,WI,89.0,area_code_415,no,no,0.0,326.3,112.0,55.47,165.1,110.0,14.03,162.9,97,7.33,7.5,1.0,2.03,1.0,yes
1869,MN,179.0,area_code_415,no,no,0.0,2057.0,54.0,29.02,1123.1,108.0,16.24,214.6,107,9.66,13.3,4.0,3.59,1.0,no
1870,TX,80.0,area_code_510,no,yes,22.0,196.4,115.0,33.39,150.3,109.0,12.78,176.2,75,7.93,9.3,1.0,2.51,0.0,no
1871,MA,166.0,area_code_415,no,no,0.0,203.4,81.0,34.58,167.7,110.0,14.25,132.0,124,5.94,9.2,,2.48,2.0,no
1872,ME,35.0,area_code_408,no,no,0.0,149.3,113.0,25.38,242.2,122.0,20.59,174.3,104,7.84,8.9,6.0,2.4,2.0,no
1873,IL,71.0,area_code_510,yes,no,0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80,9.29,13.8,5.0,3.73,4.0,yes
1874,WV,117.0,area_code_510,yes,no,0.0,198.4,121.0,33.73,249.5,104.0,21.21,162.8,115,7.33,10.5,5.0,2.84,1.0,no
1875,AR,100.0,area_code_510,no,no,0.0,142.5,87.0,24.23,195.7,88.0,16.63,122.1,117,5.49,7.8,8.0,2.11,2.0,no
1876,NJ,113.0,area_code_415,no,no,0.0,186.0,55.0,31.62,,105.0,20.18,148.1,83,6.66,12.2,6.0,3.29,1.0,no
1877,NJ,131.0,area_code_415,no,no,0.0,211.8,115.0,36.01,260.5,102.0,22.14,144.2,96,6.49,10.8,7.0,2.92,0.0,no
1878,CO,71.0,area_code_415,no,no,0.0,211.2,70.0,35.9,252.7,122.0,21.48,225.8,104,10.16,12.3,3.0,3.32,0.0,no
1879,MN,122.0,area_code_415,no,no,0.0,234.1,101.0,39.8,200.2,121.0,17.02,237.4,89,10.68,13.1,9.0,3.54,2.0,no
1880,UT,50.0,area_code_510,no,no,0.0,258.1,106.0,43.88,161.4,106.0,13.72,225.1,110,10.13,11.7,5.0,3.16,1.0,no
1881,WY,171.0,area_code_415,no,no,-10.0,231.2,135.0,39.3,188.7,74.0,16.04,206.9,124,9.31,12.3,1.0,3.32,1.0,no
1882,UT,161.0,area_code_510,yes,no,0.0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129,11.47,12.9,1.0,3.48,1.0,yes
1883,DC,11.0,area_code_415,no,yes,28.0,190.6,86.0,32.4,220.1,122.0,18.71,180.3,80,8.11,6.0,3.0,1.62,3.0,no
1884,VA,,area_code_415,no,no,,,,,,,,,36,,,,,,no
1885,CO,192.0,area_code_415,no,no,0.0,2083.6,101.0,37.67,1217.2,50.0,24.24,167.4,83,7.53,12.7,6.0,3.43,4.0,no
1886,CO,139.0,area_code_415,no,no,0.0,138.1,103.0,23.48,,100.0,13.98,134.9,63,6.07,8.3,2.0,2.24,1.0,no
1887,NJ,59.0,area_code_510,yes,yes,31.0,225.0,78.0,38.25,191.3,79.0,16.26,226.7,79,10.2,9.1,3.0,2.46,1.0,no
1888,MA,35.0,area_code_415,no,no,0.0,105.6,129.0,17.95,258.2,129.0,21.95,213.1,77,9.59,8.7,3.0,2.35,0.0,no
1889,NM,103.0,area_code_415,no,no,0.0,1876.5,83.0,29.5,1176.3,65.0,20.77,221.6,66,9.97,9.7,2.0,2.62,3.0,no
1890,MI,105.0,area_code_415,no,no,0.0,226.9,106.0,38.57,182.2,77.0,15.49,203.9,107,9.18,11.6,2.0,3.13,0.0,yes
1891,RI,134.0,area_code_415,no,no,0.0,1921.1,95.0,24.09,1137.6,101.0,17.48,218.5,60,9.83,8.8,6.0,2.38,0.0,no
1892,ME,36.0,area_code_510,no,yes,25.0,2058.4,110.0,25.98,1174.8,67.0,20.64,147.4,74,6.63,9.1,2.0,2.46,1.0,no
1893,SD,,area_code_510,no,no,0.0,184.5,81.0,31.37,172.0,103.0,14.62,183.4,96,8.25,13.7,3.0,3.7,3.0,no
1894,MI,119.0,area_code_510,yes,yes,-2.0,172.1,119.0,29.26,223.6,133.0,19.01,150.0,94,6.75,13.9,20.0,3.75,1.0,yes
1895,TN,,area_code_415,no,no,,,,,,,,,91,,,,,,no
1896,MT,,area_code_510,no,no,0.0,193.8,102.0,32.95,118.9,104.0,10.11,135.9,124,6.12,9.2,3.0,2.48,0.0,no
1897,VA,,area_code_510,no,no,0.0,128.3,78.0,21.81,215.3,120.0,18.3,143.7,140,6.47,14.3,9.0,3.86,2.0,no
1898,VT,126.0,area_code_415,no,no,0.0,226.2,88.0,38.45,140.3,114.0,11.93,208.9,110,9.4,6.4,2.0,1.73,0.0,no
1899,VT,137.0,area_code_510,no,no,0.0,97.5,95.0,16.58,195.8,82.0,16.64,288.8,78,13.0,0.0,,0.0,1.0,no
1900,NJ,66.0,area_code_415,no,yes,16.0,2027.0,92.0,29.7,1164.1,105.0,19.73,305.4,98,13.74,8.9,2.0,2.4,1.0,no
1901,TX,119.0,area_code_510,no,no,0.0,81.9,75.0,13.92,253.8,114.0,21.57,213.1,125,9.59,8.9,1.0,2.4,2.0,yes
1902,TX,57.0,area_code_415,no,no,0.0,2047.4,113.0,27.37,1140.0,134.0,17.68,208.1,81,9.36,8.4,4.0,2.27,3.0,no
1903,NC,45.0,area_code_408,no,yes,38.0,2030.7,92.0,33.46,1186.2,108.0,21.61,261.8,85,11.78,7.7,2.0,2.08,1.0,no
1904,RI,155.0,area_code_408,yes,no,-8.0,163.1,94.0,27.73,291.7,108.0,24.79,96.4,111,4.34,11.2,3.0,3.02,0.0,no
1905,NM,118.0,area_code_415,no,yes,42.0,1961.5,105.0,25.28,1099.3,105.0,14.22,270.6,105,12.18,10.4,7.0,2.81,0.0,no
1906,WI,137.0,area_code_510,no,no,0.0,155.5,81.0,26.44,133.1,94.0,11.31,253.1,77,11.39,9.1,2.0,2.46,1.0,no
1907,CO,66.0,area_code_408,no,yes,40.0,141.7,87.0,24.09,268.3,89.0,22.81,241.3,68,10.86,8.5,7.0,2.3,0.0,no
1908,WA,,area_code_510,no,no,,,,,,,,,109,,,,,,no
1909,OR,,area_code_510,no,yes,36.0,192.8,103.0,32.78,177.0,83.0,15.05,216.5,118,9.74,16.4,5.0,4.43,1.0,no
1910,CO,131.0,area_code_415,no,yes,-6.0,170.8,145.0,29.04,236.7,93.0,20.12,294.5,100,13.25,12.7,1.0,3.43,1.0,no
1911,WV,64.0,area_code_415,no,yes,22.0,200.4,80.0,34.07,131.1,84.0,11.14,230.7,67,10.38,7.6,5.0,2.05,1.0,no
1912,OR,69.0,area_code_408,no,no,0.0,196.1,87.0,33.34,236.8,66.0,20.13,182.3,75,8.2,11.9,1.0,3.21,0.0,no
1913,DE,98.0,area_code_415,no,yes,29.0,179.9,97.0,30.58,189.2,89.0,16.08,164.3,76,7.39,12.8,7.0,3.46,3.0,no
1914,TN,146.0,area_code_408,yes,no,-8.0,160.1,63.0,27.22,208.4,112.0,17.71,177.6,98,7.99,9.2,3.0,2.48,2.0,no
1915,CT,90.0,area_code_415,no,no,0.0,175.9,111.0,29.9,285.2,115.0,24.24,150.8,122,6.79,13.0,7.0,3.51,1.0,no
1916,MI,74.0,area_code_415,no,no,0.0,124.8,114.0,21.22,133.0,121.0,11.31,160.3,85,7.21,10.6,7.0,2.86,3.0,no
1917,NC,77.0,area_code_408,yes,yes,44.0,2087.8,117.0,17.54,1168.3,86.0,20.09,203.5,101,9.16,11.9,2.0,3.21,0.0,yes
1918,MI,97.0,area_code_408,no,yes,32.0,168.4,129.0,28.63,225.9,97.0,19.2,191.8,95,8.63,8.5,7.0,2.3,0.0,no
1919,OH,136.0,area_code_415,no,yes,31.0,143.1,88.0,24.33,236.6,65.0,20.11,227.8,120,10.25,11.4,5.0,3.08,2.0,no
1920,SC,121.0,area_code_415,no,no,0.0,1981.3,126.0,24.62,1132.6,82.0,17.05,208.8,81,9.4,13.3,9.0,3.59,0.0,yes
1921,WA,174.0,area_code_408,no,yes,33.0,167.8,91.0,28.53,205.3,91.0,17.45,130.0,132,5.85,14.5,4.0,3.92,4.0,yes
1922,LA,172.0,area_code_408,no,no,0.0,212.0,121.0,36.04,31.2,115.0,2.65,293.3,78,13.2,12.6,10.0,3.4,3.0,no
1923,WY,101.0,area_code_510,no,yes,9.0,160.1,116.0,27.22,210.0,121.0,17.85,139.1,65,6.26,10.8,9.0,2.92,0.0,no
1924,ID,224.0,area_code_510,no,no,0.0,2059.1,133.0,18.94,1107.0,66.0,14.88,217.2,106,9.77,5.5,6.0,1.49,3.0,no
1925,HI,72.0,area_code_415,no,no,0.0,2064.4,97.0,18.55,1047.7,96.0,9.83,295.8,84,13.31,8.3,6.0,2.24,0.0,no
1926,NJ,127.0,area_code_510,no,no,-4.0,245.2,91.0,41.68,217.2,92.0,18.46,243.1,128,10.94,13.9,6.0,3.75,0.0,yes
1927,NY,94.0,area_code_510,yes,no,0.0,243.2,109.0,41.34,147.0,88.0,12.5,94.9,99,4.27,7.2,4.0,1.94,4.0,no
1928,CT,99.0,area_code_408,no,no,0.0,95.4,105.0,16.22,207.2,101.0,17.61,136.0,117,6.12,5.6,5.0,1.51,1.0,no
1929,KS,138.0,area_code_510,no,yes,26.0,183.9,83.0,31.26,240.7,93.0,20.46,185.7,125,8.36,15.0,3.0,4.05,1.0,no
